,Name,Defending,General,Mental,Passing,Mobility,Power,Rating,Shooting,Nationality,Flag,Club,club_logo,Photo
132,N. Matić,81,76,78,79,60,72,84,71,Serbia,https://cdn.sofifa.org/flags/51.png,Manchester United,https://cdn.sofifa.org/teams/2/light/11.png,https://cdn.sofifa.org/players/4/19/191202.png
133,L. Hrádecký,11,13,32,15,52,49,84,14,Finland,https://cdn.sofifa.org/flags/17.png,Bayer 04 Leverkusen,https://cdn.sofifa.org/teams/2/light/32.png,https://cdn.sofifa.org/players/4/19/190941.png
134,Illarramendi,77,72,81,79,70,71,84,66,Spain,https://cdn.sofifa.org/flags/45.png,Real Sociedad,https://cdn.sofifa.org/teams/2/light/457.png,https://cdn.sofifa.org/players/4/19/190584.png
135,K. Walker,82,77,74,75,82,80,84,66,England,https://cdn.sofifa.org/flags/14.png,Manchester City,https://cdn.sofifa.org/teams/2/light/10.png,https://cdn.sofifa.org/players/4/19/188377.png
136,I. Gündoğan,68,76,80,82,74,70,84,75,Germany,https://cdn.sofifa.org/flags/21.png,Manchester City,https://cdn.sofifa.org/teams/2/light/10.png,https://cdn.sofifa.org/players/4/19/186942.png
137,José Callejón,43,76,68,71,86,75,84,74,Spain,https://cdn.sofifa.org/flags/45.png,Napoli,https://cdn.sofifa.org/teams/2/light/48.png,https://cdn.sofifa.org/players/4/19/185020.png
138,A. Di María,50,76,71,81,85,70,84,77,Argentina,https://cdn.sofifa.org/flags/52.png,Paris Saint-Germain,https://cdn.sofifa.org/teams/2/light/73.png,https://cdn.sofifa.org/players/4/19/183898.png
139,M. Mandžukić,62,77,80,71,73,76,84,72,Croatia,https://cdn.sofifa.org/flags/10.png,Juventus,https://cdn.sofifa.org/teams/2/light/45.png,https://cdn.sofifa.org/players/4/19/181783.png
140,Willian,50,71,68,78,87,66,84,75,Brazil,https://cdn.sofifa.org/flags/54.png,Chelsea,https://cdn.sofifa.org/teams/2/light/5.png,https://cdn.sofifa.org/players/4/19/180403.png
141,Sergio Asenjo,18,16,33,34,64,61,84,17,Spain,https://cdn.sofifa.org/flags/45.png,Villarreal CF,https://cdn.sofifa.org/teams/2/light/483.png,https://cdn.sofifa.org/players/4/19/178750.png
142,E. Banega,69,76,78,85,72,70,84,74,Argentina,https://cdn.sofifa.org/flags/52.png,Sevilla FC,https://cdn.sofifa.org/teams/2/light/481.png,https://cdn.sofifa.org/players/4/19/178562.png
143,A. Witsel,81,78,81,79,76,76,84,75,Belgium,https://cdn.sofifa.org/flags/7.png,Borussia Dortmund,https://cdn.sofifa.org/teams/2/light/22.png,https://cdn.sofifa.org/players/4/19/177413.png
144,D. Payet,36,81,68,84,75,68,84,79,France,https://cdn.sofifa.org/flags/18.png,Olympique de Marseille,https://cdn.sofifa.org/teams/2/light/219.png,https://cdn.sofifa.org/players/4/19/177388.png
145,Jonas,31,85,70,74,73,67,84,84,Brazil,https://cdn.sofifa.org/flags/54.png,SL Benfica,https://cdn.sofifa.org/teams/2/light/234.png,https://cdn.sofifa.org/players/4/19/176769.png
146,Sokratis,86,58,68,53,70,76,84,46,Greece,https://cdn.sofifa.org/flags/22.png,Arsenal,https://cdn.sofifa.org/teams/2/light/1.png,https://cdn.sofifa.org/players/4/19/172879.png
147,S. Ruffier,12,14,37,26,56,60,84,16,France,https://cdn.sofifa.org/flags/18.png,AS Saint-Étienne,https://cdn.sofifa.org/teams/2/light/1819.png,https://cdn.sofifa.org/players/4/19/167628.png
148,Falcao,33,82,72,64,74,77,84,80,Colombia,https://cdn.sofifa.org/flags/56.png,AS Monaco,https://cdn.sofifa.org/teams/2/light/69.png,https://cdn.sofifa.org/players/4/19/167397.png
149,K. Schmeichel,14,20,39,36,66,51,84,20,Denmark,https://cdn.sofifa.org/flags/13.png,Leicester City,https://cdn.sofifa.org/teams/2/light/95.png,https://cdn.sofifa.org/players/4/19/163587.png
150,Raúl Albiol,87,65,66,61,60,68,84,43,Spain,https://cdn.sofifa.org/flags/45.png,Napoli,https://cdn.sofifa.org/teams/2/light/48.png,https://cdn.sofifa.org/players/4/19/157481.png
151,A. Gómez,38,73,69,79,89,72,84,76,Argentina,https://cdn.sofifa.org/flags/52.png,Atalanta,https://cdn.sofifa.org/teams/2/light/39.png,https://cdn.sofifa.org/players/4/19/143076.png
152,A. Barzagli,89,63,67,57,68,70,84,40,Italy,https://cdn.sofifa.org/flags/27.png,Juventus,https://cdn.sofifa.org/teams/2/light/45.png,https://cdn.sofifa.org/players/4/19/137186.png
153,Quaresma,20,78,68,82,84,67,84,76,Portugal,https://cdn.sofifa.org/flags/38.png,Beşiktaş JK,https://cdn.sofifa.org/teams/2/light/327.png,https://cdn.sofifa.org/players/4/19/20775.png
154,A. Robben,27,80,67,78,83,70,84,84,Netherlands,https://cdn.sofifa.org/flags/34.png,FC Bayern München,https://cdn.sofifa.org/teams/2/light/21.png,https://cdn.sofifa.org/players/4/19/9014.png
155,O. Dembélé,35,74,66,75,89,66,88,74,France,https://cdn.sofifa.org/flags/18.png,FC Barcelona,https://cdn.sofifa.org/teams/2/light/241.png,https://cdn.sofifa.org/players/4/19/231443.png
156,Gabriel Jesus,32,80,70,69,88,80,88,73,Brazil,https://cdn.sofifa.org/flags/54.png,Manchester City,https://cdn.sofifa.org/teams/2/light/10.png,https://cdn.sofifa.org/players/4/19/230666.png
157,Ronaldo Cabrais,31,80,70,83,86,74,83,78,Brazil,https://cdn.sofifa.org/flags/54.png,Grêmio,https://cdn.sofifa.org/teams/2/light/1629.png,https://cdn.sofifa.org/players/4/19/230481.png
158,Josué Chiamulera,85,64,65,58,81,72,83,47,Brazil,https://cdn.sofifa.org/flags/54.png,Grêmio,https://cdn.sofifa.org/teams/2/light/1629.png,https://cdn.sofifa.org/players/4/19/230375.png
159,Louri Beretta,26,73,63,59,75,70,83,80,Brazil,https://cdn.sofifa.org/flags/54.png,Atlético Mineiro,https://cdn.sofifa.org/teams/2/light/1035.png,https://cdn.sofifa.org/players/4/19/230294.png
160,P. Kimpembe,82,66,69,72,76,76,86,40,France,https://cdn.sofifa.org/flags/18.png,Paris Saint-Germain,https://cdn.sofifa.org/teams/2/light/73.png,https://cdn.sofifa.org/players/4/19/225850.png
161,N. Keïta,64,70,77,76,77,71,86,70,Guinea,https://cdn.sofifa.org/flags/118.png,Liverpool,https://cdn.sofifa.org/teams/2/light/9.png,https://cdn.sofifa.org/players/4/19/220971.png
162,C. Tolisso,75,76,78,79,75,82,86,74,France,https://cdn.sofifa.org/flags/18.png,FC Bayern München,https://cdn.sofifa.org/teams/2/light/21.png,https://cdn.sofifa.org/players/4/19/219683.png
163,T. Lemar,59,78,74,81,84,75,86,76,France,https://cdn.sofifa.org/flags/18.png,Atlético Madrid,https://cdn.sofifa.org/teams/2/light/240.png,https://cdn.sofifa.org/players/4/19/213565.png
164,K. Coman,20,77,58,74,89,74,85,74,France,https://cdn.sofifa.org/flags/18.png,FC Bayern München,https://cdn.sofifa.org/teams/2/light/21.png,https://cdn.sofifa.org/players/4/19/213345.png
165,J. Tah,84,57,64,59,68,68,86,30,Germany,https://cdn.sofifa.org/flags/21.png,Bayer 04 Leverkusen,https://cdn.sofifa.org/teams/2/light/32.png,https://cdn.sofifa.org/players/4/19/213331.png
166,Anderson Talisca,53,82,73,79,77,68,86,81,Brazil,https://cdn.sofifa.org/flags/54.png,Guangzhou Evergrande Taobao FC,https://cdn.sofifa.org/teams/2/light/111839.png,https://cdn.sofifa.org/players/4/19/212523.png
167,T. Werner,26,76,64,67,88,74,85,73,Germany,https://cdn.sofifa.org/flags/21.png,RB Leipzig,https://cdn.sofifa.org/teams/2/light/112172.png,https://cdn.sofifa.org/players/4/19/212188.png
168,A. Rabiot,75,78,79,79,77,77,85,71,France,https://cdn.sofifa.org/flags/18.png,Paris Saint-Germain,https://cdn.sofifa.org/teams/2/light/73.png,https://cdn.sofifa.org/players/4/19/210008.png
169,L. Goretzka,76,79,80,79,80,73,86,72,Germany,https://cdn.sofifa.org/flags/21.png,FC Bayern München,https://cdn.sofifa.org/teams/2/light/21.png,https://cdn.sofifa.org/players/4/19/209658.png
170,Q. Promes,33,75,66,77,88,76,84,78,Netherlands,https://cdn.sofifa.org/flags/34.png,Sevilla FC,https://cdn.sofifa.org/teams/2/light/481.png,https://cdn.sofifa.org/players/4/19/208808.png
171,H. Ziyech,51,77,76,86,79,65,84,75,Morocco,https://cdn.sofifa.org/flags/129.png,Ajax,https://cdn.sofifa.org/teams/2/light/245.png,https://cdn.sofifa.org/players/4/19/208670.png
172,Lucas Vázquez,45,75,70,81,82,75,83,70,Spain,https://cdn.sofifa.org/flags/45.png,Real Madrid,https://cdn.sofifa.org/teams/2/light/243.png,https://cdn.sofifa.org/players/4/19/208618.png
173,Y. Carrasco,41,77,61,75,87,68,84,76,Belgium,https://cdn.sofifa.org/flags/7.png,Dalian YiFang FC,https://cdn.sofifa.org/teams/2/light/112378.png,https://cdn.sofifa.org/players/4/19/208418.png
174,Gerard Moreno,42,78,62,65,77,72,84,75,Spain,https://cdn.sofifa.org/flags/45.png,Villarreal CF,https://cdn.sofifa.org/teams/2/light/483.png,https://cdn.sofifa.org/players/4/19/208093.png
175,Felipe,83,58,66,62,64,78,83,41,Brazil,https://cdn.sofifa.org/flags/54.png,FC Porto,https://cdn.sofifa.org/teams/2/light/236.png,https://cdn.sofifa.org/players/4/19/207863.png
176,M. Kovačić,69,74,77,81,77,74,86,70,Croatia,https://cdn.sofifa.org/flags/10.png,Chelsea,https://cdn.sofifa.org/teams/2/light/5.png,https://cdn.sofifa.org/players/4/19/207410.png
177,Kepa,18,17,34,31,47,50,87,18,Spain,https://cdn.sofifa.org/flags/45.png,Chelsea,https://cdn.sofifa.org/teams/2/light/5.png,https://cdn.sofifa.org/players/4/19/206585.png
178,Manu Trigueros,68,79,75,80,73,72,84,72,Spain,https://cdn.sofifa.org/flags/45.png,Villarreal CF,https://cdn.sofifa.org/teams/2/light/483.png,https://cdn.sofifa.org/players/4/19/206545.png
179,S. Gnabry,46,70,66,74,87,72,86,77,Germany,https://cdn.sofifa.org/flags/21.png,FC Bayern München,https://cdn.sofifa.org/teams/2/light/21.png,https://cdn.sofifa.org/players/4/19/206113.png
180,J. Pickford,16,22,42,42,59,60,86,23,England,https://cdn.sofifa.org/flags/14.png,Everton,https://cdn.sofifa.org/teams/2/light/7.png,https://cdn.sofifa.org/players/4/19/204935.png
181,S. Savić,84,58,62,59,65,68,84,33,Montenegro,https://cdn.sofifa.org/flags/15.png,Atlético Madrid,https://cdn.sofifa.org/teams/2/light/240.png,https://cdn.sofifa.org/players/4/19/204639.png
182,J. Stones,84,70,71,72,70,72,85,36,England,https://cdn.sofifa.org/flags/14.png,Manchester City,https://cdn.sofifa.org/teams/2/light/10.png,https://cdn.sofifa.org/players/4/19/203574.png
183,Suso,30,78,56,82,81,67,84,76,Spain,https://cdn.sofifa.org/flags/45.png,Milan,https://cdn.sofifa.org/teams/2/light/47.png,https://cdn.sofifa.org/players/4/19/202651.png
184,J. Draxler,49,80,72,82,80,71,84,78,Germany,https://cdn.sofifa.org/flags/21.png,Paris Saint-Germain,https://cdn.sofifa.org/teams/2/light/73.png,https://cdn.sofifa.org/players/4/19/202166.png
185,Felipe Anderson,54,73,74,78,86,63,84,71,Brazil,https://cdn.sofifa.org/flags/54.png,West Ham United,https://cdn.sofifa.org/teams/2/light/19.png,https://cdn.sofifa.org/players/4/19/201995.png
186,Lucas Moura,42,72,71,75,88,75,84,75,Brazil,https://cdn.sofifa.org/flags/54.png,Tottenham Hotspur,https://cdn.sofifa.org/teams/2/light/18.png,https://cdn.sofifa.org/players/4/19/200949.png
187,Danilo Pereira,81,70,79,70,66,75,84,60,Portugal,https://cdn.sofifa.org/flags/38.png,FC Porto,https://cdn.sofifa.org/teams/2/light/236.png,https://cdn.sofifa.org/players/4/19/200888.png
188,Nacho Fernández,82,68,64,70,72,76,84,39,Spain,https://cdn.sofifa.org/flags/45.png,Real Madrid,https://cdn.sofifa.org/teams/2/light/243.png,https://cdn.sofifa.org/players/4/19/200724.png
189,T. Horn,13,17,31,29,56,48,85,17,Germany,https://cdn.sofifa.org/flags/21.png,1. FC Köln,https://cdn.sofifa.org/teams/2/light/31.png,https://cdn.sofifa.org/players/4/19/200316.png
190,Allan,84,72,82,77,81,80,83,61,Brazil,https://cdn.sofifa.org/flags/54.png,Napoli,https://cdn.sofifa.org/teams/2/light/48.png,https://cdn.sofifa.org/players/4/19/199914.png
191,F. Acerbi,86,70,66,58,58,67,83,56,Italy,https://cdn.sofifa.org/flags/27.png,Lazio,https://cdn.sofifa.org/teams/2/light/46.png,https://cdn.sofifa.org/players/4/19/199845.png
192,Sergi Roberto,80,77,75,83,76,69,84,60,Spain,https://cdn.sofifa.org/flags/45.png,FC Barcelona,https://cdn.sofifa.org/teams/2/light/241.png,https://cdn.sofifa.org/players/4/19/199564.png
193,Rodrigo,42,82,65,69,86,76,84,76,Spain,https://cdn.sofifa.org/flags/45.png,Valencia CF,https://cdn.sofifa.org/teams/2/light/461.png,https://cdn.sofifa.org/players/4/19/198329.png
194,Pizzi,61,72,78,82,78,72,83,76,Portugal,https://cdn.sofifa.org/flags/38.png,SL Benfica,https://cdn.sofifa.org/teams/2/light/234.png,https://cdn.sofifa.org/players/4/19/197965.png
195,K. Kampl,63,70,75,78,82,70,83,69,Slovenia,https://cdn.sofifa.org/flags/44.png,RB Leipzig,https://cdn.sofifa.org/teams/2/light/112172.png,https://cdn.sofifa.org/players/4/19/195365.png
196,Neto,15,17,34,29,60,58,84,18,Brazil,https://cdn.sofifa.org/flags/54.png,Valencia CF,https://cdn.sofifa.org/teams/2/light/461.png,https://cdn.sofifa.org/players/4/19/194404.png
197,O. Baumann,16,16,31,23,56,56,84,15,Germany,https://cdn.sofifa.org/flags/21.png,TSG 1899 Hoffenheim,https://cdn.sofifa.org/teams/2/light/10029.png,https://cdn.sofifa.org/players/4/19/193698.png
198,I. Gueye,86,64,77,71,77,82,83,57,Senegal,https://cdn.sofifa.org/flags/136.png,Everton,https://cdn.sofifa.org/teams/2/light/7.png,https://cdn.sofifa.org/players/4/19/193474.png
199,H. Mkhitaryan,50,76,75,76,82,75,83,75,Armenia,https://cdn.sofifa.org/flags/3.png,Arsenal,https://cdn.sofifa.org/teams/2/light/1.png,https://cdn.sofifa.org/players/4/19/192883.png
200,Marcos Alonso,80,82,76,81,73,74,84,75,Spain,https://cdn.sofifa.org/flags/45.png,Chelsea,https://cdn.sofifa.org/teams/2/light/5.png,https://cdn.sofifa.org/players/4/19/192638.png
201,D. Subašić,14,17,37,20,56,56,83,24,Croatia,https://cdn.sofifa.org/flags/10.png,AS Monaco,https://cdn.sofifa.org/teams/2/light/69.png,https://cdn.sofifa.org/players/4/19/192593.png
202,K. Glik,83,58,59,50,54,72,83,31,Poland,https://cdn.sofifa.org/flags/37.png,AS Monaco,https://cdn.sofifa.org/teams/2/light/69.png,https://cdn.sofifa.org/players/4/19/190547.png
203,K. Strootman,78,76,82,82,70,70,83,72,Netherlands,https://cdn.sofifa.org/flags/34.png,Olympique de Marseille,https://cdn.sofifa.org/teams/2/light/219.png,https://cdn.sofifa.org/players/4/19/189712.png
204,B. Dost,36,74,69,49,55,64,83,74,Netherlands,https://cdn.sofifa.org/flags/34.png,Sporting CP,https://cdn.sofifa.org/teams/2/light/237.png,https://cdn.sofifa.org/players/4/19/189068.png
205,Oscar,55,73,65,81,78,64,84,73,Brazil,https://cdn.sofifa.org/flags/54.png,Shanghai SIPG FC,https://cdn.sofifa.org/teams/2/light/112540.png,https://cdn.sofifa.org/players/4/19/188152.png
206,M. Balotelli,17,78,67,71,74,69,83,84,Italy,https://cdn.sofifa.org/flags/27.png,OGC Nice,https://cdn.sofifa.org/teams/2/light/72.png,https://cdn.sofifa.org/players/4/19/186627.png
207,Luiz Gustavo,84,64,74,73,69,76,83,62,Brazil,https://cdn.sofifa.org/flags/54.png,Olympique de Marseille,https://cdn.sofifa.org/teams/2/light/219.png,https://cdn.sofifa.org/players/4/19/185221.png
208,Giuliano,43,74,71,79,82,76,83,75,Brazil,https://cdn.sofifa.org/flags/54.png,Al Nassr,https://cdn.sofifa.org/teams/2/light/112139.png,https://cdn.sofifa.org/players/4/19/184942.png
209,David Luiz,81,74,74,74,66,70,83,70,Brazil,https://cdn.sofifa.org/flags/54.png,Chelsea,https://cdn.sofifa.org/teams/2/light/5.png,https://cdn.sofifa.org/players/4/19/179944.png
210,R. Fährmann,11,18,35,22,52,55,84,14,Germany,https://cdn.sofifa.org/flags/21.png,FC Schalke 04,https://cdn.sofifa.org/teams/2/light/34.png,https://cdn.sofifa.org/players/4/19/179783.png
211,Juan Mata,31,78,69,82,75,67,83,77,Spain,https://cdn.sofifa.org/flags/45.png,Manchester United,https://cdn.sofifa.org/teams/2/light/11.png,https://cdn.sofifa.org/players/4/19/178088.png
212,Adán,17,15,35,30,60,58,83,17,Spain,https://cdn.sofifa.org/flags/45.png,Atlético Madrid,https://cdn.sofifa.org/teams/2/light/240.png,https://cdn.sofifa.org/players/4/19/178086.png
213,Rui Patrício,13,16,41,24,63,64,83,21,Portugal,https://cdn.sofifa.org/flags/38.png,Wolverhampton Wanderers,https://cdn.sofifa.org/teams/2/light/110.png,https://cdn.sofifa.org/players/4/19/178005.png
214,Y. Sommer,13,16,38,28,59,61,84,16,Switzerland,https://cdn.sofifa.org/flags/47.png,Borussia Mönchengladbach,https://cdn.sofifa.org/teams/2/light/23.png,https://cdn.sofifa.org/players/4/19/177683.png
215,Javi Martínez,86,67,77,70,60,73,83,56,Spain,https://cdn.sofifa.org/flags/45.png,FC Bayern München,https://cdn.sofifa.org/teams/2/light/21.png,https://cdn.sofifa.org/players/4/19/177610.png
216,L. Bender,85,68,79,74,70,76,83,60,Germany,https://cdn.sofifa.org/flags/21.png,Bayer 04 Leverkusen,https://cdn.sofifa.org/teams/2/light/32.png,https://cdn.sofifa.org/players/4/19/177457.png
217,Lucas Leiva,81,75,80,75,74,77,83,62,Brazil,https://cdn.sofifa.org/flags/54.png,Lazio,https://cdn.sofifa.org/teams/2/light/46.png,https://cdn.sofifa.org/players/4/19/176266.png
218,S. Mandanda,14,14,38,26,57,50,83,14,France,https://cdn.sofifa.org/flags/18.png,Olympique de Marseille,https://cdn.sofifa.org/teams/2/light/219.png,https://cdn.sofifa.org/players/4/19/163705.png
219,Cesc Fàbregas,60,79,70,88,63,64,83,76,Spain,https://cdn.sofifa.org/flags/45.png,Chelsea,https://cdn.sofifa.org/teams/2/light/5.png,https://cdn.sofifa.org/players/4/19/162895.png
220,M. Dembélé,76,78,80,77,76,78,83,68,Belgium,https://cdn.sofifa.org/flags/7.png,Tottenham Hotspur,https://cdn.sofifa.org/teams/2/light/18.png,https://cdn.sofifa.org/players/4/19/162240.png
221,F. Ribéry,27,74,66,79,81,60,83,76,France,https://cdn.sofifa.org/flags/18.png,FC Bayern München,https://cdn.sofifa.org/teams/2/light/21.png,https://cdn.sofifa.org/players/4/19/156616.png
222,R. Jarstein,12,15,32,29,49,51,83,16,Norway,https://cdn.sofifa.org/flags/36.png,Hertha BSC,https://cdn.sofifa.org/teams/2/light/166.png,https://cdn.sofifa.org/players/4/19/104389.png
223,D. De Rossi,84,71,77,73,68,76,83,70,Italy,https://cdn.sofifa.org/flags/27.png,Roma,https://cdn.sofifa.org/teams/2/light/52.png,https://cdn.sofifa.org/players/4/19/53302.png
224,Pepe Reina,22,14,39,17,61,60,83,16,Spain,https://cdn.sofifa.org/flags/45.png,Milan,https://cdn.sofifa.org/teams/2/light/47.png,https://cdn.sofifa.org/players/4/19/24630.png
225,J. Pavlenka,12,14,23,19,47,38,84,18,Czech Republic,https://cdn.sofifa.org/flags/12.png,SV Werder Bremen,https://cdn.sofifa.org/teams/2/light/38.png,https://cdn.sofifa.org/players/4/19/236583.png
226,M. de Ligt,82,67,68,68,67,75,86,55,Netherlands,https://cdn.sofifa.org/flags/34.png,Ajax,https://cdn.sofifa.org/teams/2/light/245.png,https://cdn.sofifa.org/players/4/19/235243.png
227,Rodri,75,75,76,75,71,76,84,62,Spain,https://cdn.sofifa.org/flags/45.png,Atlético Madrid,https://cdn.sofifa.org/teams/2/light/240.png,https://cdn.sofifa.org/players/4/19/231866.png
228,Arthur,70,73,78,78,74,77,86,69,Brazil,https://cdn.sofifa.org/flags/54.png,FC Barcelona,https://cdn.sofifa.org/teams/2/light/241.png,https://cdn.sofifa.org/players/4/19/230658.png
229,G. Donnarumma,17,20,38,23,60,54,88,17,Italy,https://cdn.sofifa.org/flags/27.png,Milan,https://cdn.sofifa.org/teams/2/light/47.png,https://cdn.sofifa.org/players/4/19/230621.png
230,Rosberto Dourado,83,69,75,74,78,71,82,60,Brazil,https://cdn.sofifa.org/flags/54.png,Atlético Mineiro,https://cdn.sofifa.org/teams/2/light/1035.png,https://cdn.sofifa.org/players/4/19/230258.png
231,Juiano Mestres,82,70,69,55,70,77,82,62,Brazil,https://cdn.sofifa.org/flags/54.png,Cruzeiro,https://cdn.sofifa.org/teams/2/light/568.png,https://cdn.sofifa.org/players/4/19/230225.png
232,Raphaelito Anjos,17,12,44,15,50,54,82,13,Brazil,https://cdn.sofifa.org/flags/54.png,Grêmio,https://cdn.sofifa.org/teams/2/light/1629.png,https://cdn.sofifa.org/players/4/19/230168.png
233,Gelson Martins,45,75,70,71,92,73,84,68,Portugal,https://cdn.sofifa.org/flags/38.png,Atlético Madrid,https://cdn.sofifa.org/teams/2/light/240.png,https://cdn.sofifa.org/players/4/19/227055.png
234,Gonçalo Guedes,29,76,70,74,86,72,84,74,Portugal,https://cdn.sofifa.org/flags/38.png,Valencia CF,https://cdn.sofifa.org/teams/2/light/461.png,https://cdn.sofifa.org/players/4/19/224411.png
235,L. Torreira,81,70,78,78,79,74,84,65,Uruguay,https://cdn.sofifa.org/flags/60.png,Arsenal,https://cdn.sofifa.org/teams/2/light/1.png,https://cdn.sofifa.org/players/4/19/223959.png
236,Malcom,22,76,64,78,85,70,86,78,Brazil,https://cdn.sofifa.org/flags/54.png,FC Barcelona,https://cdn.sofifa.org/teams/2/light/241.png,https://cdn.sofifa.org/players/4/19/222737.png
237,Pau López,17,18,40,34,53,55,84,20,Spain,https://cdn.sofifa.org/flags/45.png,Real Betis,https://cdn.sofifa.org/teams/2/light/449.png,https://cdn.sofifa.org/players/4/19/221087.png
238,L. Hernández,82,70,72,74,78,77,85,42,France,https://cdn.sofifa.org/flags/18.png,Atlético Madrid,https://cdn.sofifa.org/teams/2/light/240.png,https://cdn.sofifa.org/players/4/19/220814.png
